13916188,0x26ef8aaadbdcbb3ba38443551a6d5c133cd7608c94466695cac3197c2c4012bf,undefined,0x9008D19f58AAbD9eD0D60971565AA8510560ab41,0x5DE7Cc4BcBCa31c473F6D2F27825Cfb09cc0Bb16,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,20483538749385258621,44739450489
13916209,0xee1568a431ddabeb40b73a9eb01db5c126fc5f3a6561a853a41e51bbf8a81b51,undefined,0x9008D19f58AAbD9eD0D60971565AA8510560ab41,0xD533a949740bb3306d119CC777fa900bA034cd52,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,385282693269518641052,2003636078
13916211,0xd69c70b5d62b746a0dee91c19b35a4c26237a40cbcf25975b4d9ebb4d9e6a01f,undefined,0x9008D19f58AAbD9eD0D60971565AA8510560ab41,0x4CD0c43B0D53bc318cc5342b77EB6f124E47f526,0xEeeeeEeeeEeEeeEeEeEeeEEEeeeeEeeeeeeeEEeE,100000000000000000000000,74787966829422676
13916211,0xd69c70b5d62b746a0dee91c19b35a4c26237a40cbcf25975b4d9ebb4d9e6a01f,undefined,0x9008D19f58AAbD9eD0D60971565AA8510560ab41,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,0xEeeeeEeeeEeEeeEeEeEeeEEEeeeeEeeeeeeeEEeE,5000000000,1345944669745341188
13916211,0xd69c70b5d62b746a0dee91c19b35a4c26237a40cbcf25975b4d9ebb4d9e6a01f,undefined,0x9008D19f58AAbD9eD0D60971565AA8510560ab41,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,0x6810e776880C02933D47DB1b9fc05908e5386b96,51804532429919532,292239620374225069
13916227,0xfc36b4789549cc244955b91d557c1282c2275303bb6dd046bbfc5c4af9b8375f,undefined,0x9008D19f58AAbD9eD0D60971565AA8510560ab41,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,0x6810e776880C02933D47DB1b9fc05908e5386b96,12648870087322460979,86354368037153420361
13916231,0x4982f3ccac3292e59c36d8a8a31675360b2754fa49bb990bc928d8788f9d574a,undefined,0x9008D19f58AAbD9eD0D60971565AA8510560ab41,0x990f341946A3fdB507aE7e52d17851B87168017c,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,10100000000000000000,5324426034
13916233,0x4241d517713578204fa2a9a10f2e55ea5d097139598a8aba268bf3eda2b096e0,undefined,0x9008D19f58AAbD9eD0D60971565AA8510560ab41,0x990f341946A3fdB507aE7e52d17851B87168017c,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,22820268141990411147,12037439523
13916246,0x600f2a85aac9c5ed5cc78a47920e6626f37baa76d41fb2b5acdb60a41c2038c7,undefined,0x9008D19f58AAbD9eD0D60971565AA8510560ab41,0x4e3FBD56CD56c3e72c1403e103b45Db9da5B9D2B,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,90356163897972261356,4339760716
13916246,0x600f2a85aac9c5ed5cc78a47920e6626f37baa76d41fb2b5acdb60a41c2038c7,undefined,0x9008D19f58AAbD9eD0D60971565AA8510560ab41,0x111111111117dC0aa78b770fA6A738034120C302,0xEeeeeEeeeEeEeeEeEeEeeEEEeeeeEeeeeeeeEEeE,482479533295344427583,305054359681532881
13916255,0xb8c2daa51c1ca180d793f90c20e074eb3526a288decd85d1d1851f7f03eea993,undefined,0x9008D19f58AAbD9eD0D60971565AA8510560ab41,0x990f341946A3fdB507aE7e52d17851B87168017c,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,989485714285714285,482811371
13916265,0xa97132d2e91aeb353957a4e95146ece2f207180c49abca261dfb975a6e892bb0,undefined,0x9008D19f58AAbD9eD0D60971565AA8510560ab41,0xC011a73ee8576Fb46F5E1c5751cA3B9Fe0af2a6F,0xEeeeeEeeeEeEeeEeEeEeeEEEeeeeEeeeeeeeEEeE,761055411976897637958,1106590184112316065
13916265,0xa97132d2e91aeb353957a4e95146ece2f207180c49abca261dfb975a6e892bb0,undefined,0x9008D19f58AAbD9eD0D60971565AA8510560ab41,0xdAC17F958D2ee523a2206206994597C13D831ec7,0xEeeeeEeeeEeEeeEeEeEeeEEEeeeeEeeeeeeeEEeE,179597591,39285693779428673
